1;0.00113654
2;0.00127083
3;0.000541083
4;0.00081075
5;0.000892083
6;0.000901584
7;0.00103683
8;0.00120513
9;0.00294342
10;0.00345133
11;0.00333708
12;0.00287287
13;0.00199663
14;0.00290446
15;0.00360771
16;0.00289475
17;0.00333383
18;0.00379258
19;0.00401133
20;0.00442829
21;0.00516833
22;0.00577062
23;0.00595358
24;0.00630396
25;0.00691392
26;0.0077895
27;0.00820046
28;0.00884046
29;0.00935054
30;0.00979558
31;0.0106235
32;0.0108529
33;0.0116887
34;0.0127387
35;0.0128884
36;0.0133991
37;0.014381
38;0.0153509
39;0.0156767
40;0.0162242
41;0.0172653
42;0.0180842
43;0.0189347
44;0.0203576
45;0.0234618
46;0.0256487
47;0.0286379
48;0.0300679
49;0.031502
50;0.034276
51;0.0357541
52;0.037352
53;0.0403675
54;0.041285
55;0.0446426
56;0.0462378
57;0.049017
58;0.0520519
59;0.0538306
60;0.0551403
61;0.057199
62;0.0596983
63;0.0636949
64;0.0640384
65;0.0680511
66;0.0690527
67;0.0717316
68;0.0736456
69;0.0770056
70;0.0796169
71;0.0803944
72;0.0831559
73;0.0855746
74;0.0874652
75;0.0904518
76;0.094523
77;0.095596
78;0.0978889
79;0.102492
80;0.107526
81;0.107097
82;0.107659
83;0.110874
84;0.114324
85;0.117318
86;0.119484
87;0.123041
88;0.128533
89;0.12991
90;0.131565
91;0.13504
92;0.137863
93;0.142531
94;0.143267
95;0.149331
96;0.154248
97;0.157533
98;0.161574
99;0.166713
100;0.171223
101;0.176079
102;0.177215
103;0.182257
104;0.191869
105;0.196451
106;0.196423
107;0.202157
108;0.205535
109;0.21321
110;0.215912
111;0.219788
112;0.229109
113;0.251224
114;0.232021
115;0.235967
116;0.240144
117;0.243787
118;0.249953
119;0.251646
120;0.259315
121;0.262461
122;0.266818
123;0.271671
124;0.273601
125;0.275612
126;0.278883
127;0.284644
128;0.289462
129;0.296832
130;0.304165
131;0.306403
132;0.311377
133;0.314655
134;0.323128
135;0.326076
136;0.332808
137;0.333872
138;0.342768
139;0.344889
140;0.360041
141;0.35665
142;0.359795
143;0.363614
144;0.367161
145;0.382176
146;0.384738
147;0.390214
148;0.46897
149;0.415424
150;0.409938
151;0.414255
152;0.426555
153;0.424037
154;0.434426
155;0.440659
156;0.501707
157;0.462753
158;0.459525
159;0.467575
160;0.481166
161;0.480381
162;0.485627
163;0.592588
164;0.497403
165;0.515021
166;0.521036
167;0.527107
168;0.52435
169;0.544491
170;0.536267
171;0.565451
172;0.554791
173;0.595057
174;0.598318
175;0.618582
176;0.577692
177;0.628042
178;0.588779
179;0.593229
180;0.607937
181;0.640243
182;0.62811
183;0.629216
184;0.636928
185;0.649214
186;0.692462
187;0.659658
188;0.666807
189;0.70792
190;0.669284
191;0.726636
192;0.698708
193;0.724574
194;0.707831
195;0.763244
196;0.731564
197;0.758663
198;0.738455
199;0.748282
200;0.745551
201;0.797358
202;0.812597
203;0.786302
204;0.963626
205;0.860087
206;0.799308
207;0.820327
208;0.819763
209;0.864608
210;0.854
211;0.861165
212;0.856915
213;0.85121
214;0.888667
215;0.876072
216;0.880784
217;0.888693
218;0.891263
219;0.898625
220;0.912923
221;0.92636
222;0.947566
223;1.03391
224;0.98904
225;1.00698
226;0.999516
227;0.995365
228;0.995174
229;1.00685
230;0.99974
231;1.08036
232;1.09659
233;1.13314
234;1.05188
235;1.02845
236;1.08488
237;1.10156
238;1.11523
239;1.155
240;1.10268
241;1.12455
242;1.14692
243;1.15254
244;1.12467
245;1.14347
246;1.14635
247;1.15364
248;1.22573
249;1.20194
250;1.26357
251;1.22104
252;1.25423
253;1.20884
254;1.22172
255;1.23628
256;1.24422
257;1.24369
258;1.25622
259;1.27452
260;1.28001
261;1.2825
262;1.37191
263;1.43078
264;1.33114
265;1.33668
266;1.35975
267;1.3644
268;1.36696
269;1.40821
270;1.49334
271;1.50168
272;1.47778
273;1.49088
274;1.54299
275;1.58366
276;1.56039
277;1.46513
278;1.50097
279;1.55714
280;1.49135
281;1.53385
282;1.51703
283;1.51963
284;1.53975
285;1.64195
286;1.61584
287;1.56757
288;1.61048
289;1.62716
290;1.62946
291;1.65014
292;1.69157
293;1.70116
294;1.70781
295;1.6511
296;1.6708
297;1.69362
298;1.71486
299;1.72392
300;1.72101